"cov","mu","sd","PopulationName"
"ms",116.422473107009,193.222990978366,"CA_SageHen"
"ms",181.718363125037,303.360000371634,"CA_Silver_dwn"
"ms",13.256350882225,25.7039761575437,"CA_Silver_NWTahoe"
"ms",181.718363125037,303.360000371634,"CA_Silver_up"
"ms",18.0463658315469,12.8740716282487,"CA_Slinkard"
"ms",25.0547469299469,17.8979426491692,"CA_Slinkard_dwn"
"ms",277.542126148053,415.120120782469,"CA_UpperTruckee_dwn"
"ms",277.542126148053,415.120120782469,"CA_UpperTruckee_up"
"ms",808.303594253047,1600.74140681952,"CA_WebberLake"
"ms",213.8192095612,354.039724535308,"CA_Willow"
"ms",116.717535603447,192.917807990129,"CA_Willow_up"
"ms",134.703681616466,225.717465029262,"CA_Wolf_dwn"
"ms",134.703681616466,225.717465029262,"CA_Wolf_up"
"ms",302.751687584731,173.331236830406,"Cabin&DJ&Lye&Martin&Deep&RoundCorral&Alkali"
"ms",11.4776854355813,6.57090747828303,"Cabin_up"
"ms",11.84658230855,8.24689371351025,"California"
"ms",61.6568741957875,36.6880888896582,"Canyon&Canyon_SF"
"ms",25.1731284869594,18.7915566278929,"Carville"
"ms",0.4179257134375,0.289116717936709,"Clear_RRD"
"ms",65.5995217520344,53.5896158836825,"Cold_ColdNF"
"ms",17.85041150625,14.0956476247951,"Cold_NF_up"
"ms",25.2410135183469,18.3422597632424,"Colman_up"
"ms",76.15554155145,61.2270295656855,"Conrad_dwn&Talbot_dwn"
"ms",17.8858469383469,14.393634879559,"Conrad_up"
"ms",79.854610107775,47.8951515602038,"Cottonwood&Indian_QRD"
"ms",15.5931517700062,11.3141756349536,"Cottonwood_RRD"
"ms",19.8542494394031,15.025926808912,"Cottonwood_SFHRD"
"ms",32.0815493903594,27.3879157135973,"Cottonwood_WalkerLake"
"ms",28.7814045761344,18.0937954772584,"Coyote"
"ms",9.29709535392812,6.75258794761215,"CraneCanyon"
"ms",9.29709535392812,6.75258794761215,"CraneCanyon_dwn"
"ms",35.5670413708719,21.203344625794,"Crowley"
"ms",86.4286977141375,68.4077265591962,"Currant"
"ms",18.4819745683469,15.2782395412774,"Currant_up"
"ms",37.2714063236406,33.3005106744142,"Deering"
"ms",39.8033972480062,31.7484803971204,"Dixie"
"ms",4.75084084918438,3.1650117830325,"Donnelly"
"ms",28.6519346954375,19.6639815218474,"Dorsey"
"ms",19.0811738390625,15.2156567985149,"Draw_AboveBarrier"
"ms",77.4710481874625,133.75941005413,"EchoCanyon_dwn"
"ms",42.5861084912125,77.3229751591288,"EchoCanyon_up"
"ms",64.8735352232281,52.6851218045863,"Edwards"
"ms",79.5447725889063,47.7653659203459,"Eightmile"
"ms",280.436114898031,219.844043427573,"EMR&MRBC&CC&QC&Cutt&Short&WillBas"
"ms",12.1607787282563,8.00958626809727,"FallsCanyon"
"ms",38.3791240505969,22.0347074786679,"Flat"
"ms",10.9167345831937,6.37634405215771,"Flat_SFReconnect"
"ms",16.2515520668156,11.154925890783,"Foreman"
"ms",23.0743241330031,13.3133964883856,"Frazer"
"ms",105.507366752528,188.595374282377,"Furlong_N"
"ms",21.0929352791281,14.0970688288036,"Gance_RdCny_Warm"
"ms",11.2834101527656,7.59341957359682,"Gardner"
"ms",26.8878615295594,20.2961246887479,"Gennette"
"ms",64.3729865466031,46.7464833935737,"GreenMtn_Main_SF"
"ms",18.5730377855094,13.6790778079529,"GreenMtn_NF"
"ms",10.2729987383187,6.49026723176874,"Greys"
"ms",10.2729987383187,6.49026723176874,"Greys_up"
"ms",112.163780890113,81.7748797427773,"GrMtnToynReconnect"
"ms",8.67792209064375,5.55252548711957,"Hall&Greys_dwn"
"ms",178.570620773881,114.054973826222,"Hanks&Conners"
"ms",11.4097997565906,7.23398893846109,"Happy"
"ms",25.8329272546938,15.7997505785979,"HorseCanyon"
"ms",10.5258192340312,7.08883965586693,"House"
"ms",192.846490484306,139.432039610962,"Humboldt_NF&ColeCyn"
"ms",438.348011013187,299.592160038351,"HumboldtReconnect"
"ms",35.0359568190656,23.8418506210661,"Illinois"
"ms",51.8710040874844,29.2072732441046,"Indian"
"ms",19.874818444075,11.315876156926,"Indian_SF"
"ms",29.7678766948187,19.0342419628064,"Jackson"
"ms",51.082704171225,34.732629191901,"Kings&ColdSpgs"
"ms",128.213251831147,86.9761309634367,"KingsReconnect"
"ms",353.327506112797,588.828050032591,"Kleckner_dwn&Welch"
"ms",129.281840675531,225.644612530577,"Kleckner_up"
"ms",544.114342069547,348.85938586838,"KlondikeCan&Quinn_EF&Laca"
"ms",232.831046841962,291.873145723056,"LamoilleCyn"
"ms",25.4982252685187,18.5522121093939,"Lee"
"ms",17.0046138954469,10.1649653929219,"Lewis_RRD"
"ms",12.6636018887687,8.05237613628627,"LineCanyon"
"ms",9.40547200762187,5.37122986536555,"LittleCottonwood"
"ms",433.522263475216,256.472080921813,"LittleHumboldt_NF"
"ms",16.3619197717094,10.4088869053087,"LittleJack"
"ms",27.3294491662906,18.7095585536802,"LogCabin&Raster"
"ms",27.8768137583719,18.349046115457,"LoneMtn"
"ms",83.3783839069937,51.23488834997,"Maggie"
"ms",595.713278672741,373.881561371569,"MaggieReconnect"
"ms",588.505483550075,395.707148014312,"Mahala&Jim"
"ms",474.483079094825,822.709110874865,"Mahogany&Segunda&LongCanyon"
"ms",22.2535444544125,13.6651214916464,"MarySloan"
